real,,,,fake,,,,
999545,0.997980297,,,3866,8.24E-05,,,
999221,0.993597865,,,1301,0.000921868,,,
995710,0.989925861,,,885,0.002024712,,,
997844,0.989662051,wrong,150,4949,0.003473589,wrong,23,
998139,0.989578784,accuracy,0.97,1110,0.00463229,accuracy,0.9954,
998658,0.989092946,,,1865,0.004824128,,,
997942,0.988277853,,,100,0.00592746,,,total accuracy
996311,0.984891772,,,163,0.0076105,,,0.9872
999679,0.981868029,,,2151,0.012992363,,,
998787,0.981023014,,,1546,0.013632449,,,
999894,0.975435078,,,1231,0.014178257,,,
995006,0.973960161,,,1362,0.01771746,,,
996098,0.970049858,,,1686,0.018017277,,,
998316,0.969195962,,,195,0.021911209,,,
999459,0.96565038,,,905,0.023119243,,,
999648,0.965171874,,,1796,0.024410062,,,
999883,0.962563932,,,1679,0.025744347,,,
997202,0.960530519,,,1977,0.030556846,,,
999551,0.958508968,,,1933,0.032085389,,,
998569,0.956888855,,,2230,0.032175463,,,
999671,0.946448445,,,154,0.034640405,,,
999432,0.945450068,,,935,0.040911924,,,
999152,0.939101934,,,4639,0.042662036,,,
999433,0.930442512,,,4915,0.050603464,,,
996293,0.927202106,,,708,0.051693611,,,
995356,0.927041769,,,4870,0.053368606,,,
999595,0.924275696,,,530,0.05716002,,,
995822,0.923186779,,,2274,0.059274722,,,
997361,0.920627236,,,2095,0.059553038,,,
997145,0.917489886,,,2349,0.063385963,,,
998589,0.916825414,,,201,0.063774131,,,
999338,0.912826121,,,1610,0.064387798,,,
998258,0.911601663,,,5,0.06592641,,,
998771,0.911334991,,,3711,0.067454122,,,
999942,0.909589171,,,3745,0.068628386,,,
999624,0.907283783,,,3325,0.071967326,,,
999259,0.901807487,,,2935,0.074192077,,,
999610,0.900929213,,,3208,0.083203681,,,
997574,0.900562465,,,2494,0.086642422,,,
997559,0.900134206,,,2041,0.087310106,,,
998853,0.898209155,,,1237,0.08919277,,,
997105,0.897596776,,,1006,0.091997087,,,
996416,0.886393309,,,4456,0.09397234,,,
997199,0.88380456,,,508,0.095548354,,,
997626,0.880830646,,,3806,0.096911505,,,
995071,0.878097415,,,4121,0.106321141,,,
997956,0.878011763,,,2500,0.110658333,,,
996603,0.872339189,,,2667,0.110807851,,,
995256,0.872192979,,,1320,0.114278212,,,
999922,0.863919854,,,3230,0.115349174,,,
998573,0.851520419,,,4884,0.119546913,,,
997450,0.851030469,,,3596,0.122936271,,,
999113,0.846463025,,,3092,0.126632035,,,
999928,0.842754602,,,292,0.130455956,,,
998509,0.839407086,,,620,0.133253559,,,
996520,0.83263725,,,1255,0.139013126,,,
995592,0.831728041,,,3583,0.140649736,,,
998574,0.828447521,,,47,0.141878784,,,
998267,0.828223526,,,2959,0.144516855,,,
997458,0.826993585,,,1891,0.153351009,,,
996373,0.820417821,,,4920,0.160585001,,,
995344,0.812572479,,,3684,0.162416294,,,
998388,0.806695759,,,4906,0.169122145,,,
997043,0.803182721,,,3130,0.176091567,,,
997438,0.801238358,,,1880,0.180966005,,,
998401,0.800802946,,,3236,0.190230265,,,
995590,0.796517551,,,2191,0.190657824,,,
